Time Stamp,Accel x,Accel y,Accel z,Gyro x,Gyro y,Gyro z,Yaw (Deg),Pitch (Deg),Roll (Deg)
463845278,-1213,0139,-1588,0030,0015,0019,089.2923,052.3404,006.2664
463851064,-1211,0147,-1588,0034,0015,0022,089.1589,052.4601,006.5795
463856837,-1191,0130,-1587,0031,0012,0021,088.9787,052.4675,006.9743
463862640,-1211,0132,-1585,0037,0010,0027,089.4209,053.0165,006.1194
463868432,-1197,0116,-1603,0033,0009,0029,089.2957,052.3673,006.2384
463874187,-1193,0123,-1567,0032,0008,0028,089.7420,053.2358,005.4255
463879939,-1211,0117,-1567,0036,0009,0031,089.4368,052.5021,005.9327
463885686,-1188,0113,-1578,0035,0008,0030,089.6093,052.1309,005.4720
463891397,-1209,0124,-1594,0032,0002,0029,089.6987,052.9825,005.4320
463897164,-1202,0097,-1586,0038,0004,0033,089.4356,052.6255,005.9194
463902873,-1211,0128,-1600,0035,0002,0024,090.1158,052.7617,004.4431
463908622,-1205,0105,-1570,0034,0001,0020,089.2786,052.7117,006.2597
463914338,-1213,0107,-1585,0036,-0002,0019,089.8952,052.3447,004.8389
463920121,-1221,0120,-1600,0035,-0003,0013,089.7962,052.4763,005.0673
463925857,-1199,0106,-1588,0033,0001,0012,089.5134,052.5177,005.6840
463931605,-1216,0107,-1595,0038,0003,0013,089.8744,052.8772,004.9562
463937368,-1218,0121,-1588,0036,0005,0008,089.8085,052.5229,005.0316
463943043,-1231,0102,-1590,0030,0005,0010,089.4582,052.3509,005.7534
463948725,-1207,0100,-1582,0032,0004,0009,089.9776,052.1268,004.6041
463954376,-1212,0115,-1587,0028,0003,0012,089.9450,052.6103,004.7506
463960110,-1228,0126,-1581,0030,0003,0014,089.5793,052.4853,005.5155
463965819,-1221,0124,-1543,0028,0007,0017,089.3449,051.9500,005.9040
463971574,-1217,0128,-1607,0034,0004,0019,089.3490,051.4523,005.7868
463977344,-1233,0122,-1563,0028,0004,0019,089.3750,052.9018,006.0404
463983082,-1228,0126,-1562,0030,0005,0019,089.4332,051.4283,005.6041
463988831,-1224,0112,-1588,0027,0006,0019,089.3196,051.7100,005.8952
463994606,-1217,0123,-1603,0024,0011,0015,089.7460,052.3424,005.1244
464000363,-1217,0105,-1568,0027,0013,0014,089.4364,052.6965,005.8660
464006181,-1245,0107,-1603,0027,0014,0012,089.8679,051.9945,004.8061
464011968,-1223,0113,-1559,0025,0011,0010,089.8169,052.0686,004.9262
464017732,-1216,0110,-1587,0028,0012,0013,089.5968,051.7284,005.3211
464023544,-1196,0105,-1616,0029,0011,0011,089.7547,052.5418,005.1404
464029387,-1203,0101,-1573,0025,0016,0010,089.9021,053.5329,004.9953
464035146,-1213,0126,-1571,0022,0010,0012,089.9064,052.3755,004.7794
464040917,-1207,0108,-1580,0026,0010,0008,089.2779,052.1481,006.0806
464046638,-1192,0113,-1611,0023,0004,0005,089.8314,052.5544,004.9816
464052330,-1201,0099,-1595,0027,0005,0007,089.6908,053.4917,005.4756
464058020,-1205,0107,-1592,0026,0001,0010,090.0215,052.8470,004.6128
464063747,-1227,0110,-1571,0024,-0001,0009,089.7739,052.7499,005.1394
464069467,-1230,0123,-1589,0029,-0005,0009,089.6998,051.7789,005.1170
464075147,-1232,0130,-1601,0029,-0004,0010,089.4167,052.1553,005.7863
464080869,-1250,0124,-1595,0028,-0002,0011,089.3059,052.2741,006.0523
464086574,-1236,0123,-1565,0033,-0002,0010,089.4583,051.7115,005.6149
464092293,-1228,0133,-1578,0028,0009,0010,089.4065,051.5370,005.6903
464098023,-1227,0128,-1576,0023,0004,0010,089.1872,052.0025,006.2551
464103759,-1216,0105,-1579,0024,0008,0012,089.3462,051.9343,005.9125
464109490,-1212,0116,-1582,0022,0016,0016,089.9102,052.3466,004.7981
464115332,-1203,0111,-1580,0022,0013,0014,089.5538,052.4259,005.5789
464121163,-1221,0112,-1586,0024,0013,0014,089.7340,052.6205,005.2274
464126970,-1204,0112,-1614,0023,0013,0018,089.6904,052.2393,005.2467
464132799,-1217,0108,-1563,0024,0010,0016,089.7459,053.3090,005.3284
464138583,-1202,0094,-1588,0030,0005,0018,089.7463,051.8284,005.0424
464144275,-1229,0099,-1589,0027,0004,0012,090.1363,052.9198,004.3896
464150016,-1227,0107,-1587,0027,0000,0010,089.9587,052.0853,004.6315
464155656,-1223,0104,-1569,0030,-0001,0012,089.7790,052.1898,005.0247
464161360,-1225,0107,-1587,0028,0000,0010,089.8452,051.9286,004.8375
464166991,-1243,0124,-1576,0025,-0002,0007,089.7927,052.2596,005.0090
464172652,-1236,0132,-1586,0022,0000,0006,089.3592,051.5125,005.7761
464178246,-1204,0107,-1558,0024,-0001,0006,089.2385,051.9502,006.1306
464183908,-1200,0102,-1587,0021,0003,0005,089.8092,052.2090,004.9854
464189595,-1237,0117,-1578,0022,0003,0003,089.9343,052.8776,004.8394
464195289,-1202,0112,-1596,0022,0003,0003,089.5349,051.6427,005.4679
464200962,-1214,0124,-1557,0019,0000,0007,089.7457,053.0734,005.3021
464206508,-1230,0101,-1581,0023,0004,0005,089.3741,051.8340,005.8622
