Time Stamp,Accel x,Accel y,Accel z,Gyro x,Gyro y,Gyro z,Yaw (Deg),Pitch (Deg),Roll (Deg)
348368482,-1617,0972,-0714,0057,-0011,0018,091.3695,021.8541,030.9035
348374358,-1627,0963,-0729,0042,-0014,0017,089.7859,020.5485,031.0254
348380199,-1621,0956,-0692,0036,-0008,0017,090.7933,021.1651,030.5575
348385986,-1610,0956,-0711,0024,-0005,0012,089.4932,020.0409,030.5255
348391742,-1607,0970,-0687,0020,0002,0016,090.3792,020.9073,030.7308
348397474,-1584,0937,-0719,0014,0005,0015,089.0229,019.9851,031.1719
348403251,-1605,0968,-0708,0011,0011,0011,091.1906,021.4995,030.5395
348409172,-1608,0956,-0723,0007,0008,0007,089.6723,020.5444,031.1945
348414845,-1609,0972,-0689,0005,0011,0004,090.7774,021.2052,030.6709
348420556,-1606,0975,-0703,0005,0004,0000,089.0172,019.9766,031.1967
348426085,-1637,0982,-0680,0006,0002,0001,089.6723,020.5661,031.2665
348431741,-1602,0969,-0686,0010,-0003,0003,088.6355,019.4970,030.9233
348437417,-1621,0999,-0703,0014,-0008,0004,089.3014,020.1970,031.1977
348443162,-1625,1011,-0689,0020,-0013,0000,089.0735,020.2647,031.6996
348448784,-1624,1005,-0691,0021,-0019,0004,088.3453,019.7414,031.9026
348454592,-1636,1023,-0696,0022,-0023,0007,088.6418,019.9005,031.7253
348460383,-1638,1024,-0680,0024,-0026,0007,088.3480,019.8142,032.0511
348466182,-1634,1029,-0712,0024,-0026,0010,087.8084,019.3266,032.0034
348472007,-1620,1017,-0689,0027,-0021,0012,088.8757,020.3552,032.2253
348477851,-1637,1027,-0708,0030,-0015,0017,088.2194,019.7237,032.1042
348483673,-1626,1027,-0696,0034,-0009,0019,088.7374,020.1692,032.1031
348489465,-1641,0994,-0667,0038,-0005,0022,088.2606,019.8574,032.3011
348495249,-1626,0993,-0684,0035,0001,0029,088.0873,019.0831,031.0734
348500976,-1638,0990,-0691,0041,0000,0030,088.7513,019.8409,031.4644
348506602,-1643,0987,-0680,0045,0002,0042,088.9723,019.8541,031.1249
