426395810,-922,187,-1763,28,4,9,90.4422,-27.1111,-5.6440
426395810,-922,187,-1763,28,4,9,90.4422,-27.1111,-5.6440
426400883,-898,178,-1785,26,6,8,90.2522,-27.4889,-6.0600
426400883,-898,178,-1785,26,6,8,90.2522,-27.4889,-6.0600
426405975,-941,151,-1724,30,4,11,90.4221,-26.5820,-5.6874
426405975,-941,151,-1724,30,4,11,90.4221,-26.5820,-5.6874
426411095,-922,168,-1735,25,7,14,90.7239,-28.4755,-5.0326
426411095,-922,168,-1735,25,7,14,90.7239,-28.4755,-5.0326
426416201,-914,185,-1738,24,3,11,90.4898,-27.8965,-5.5248
426416201,-914,185,-1738,24,3,11,90.4898,-27.8965,-5.5248
426421322,-916,161,-1779,30,4,10,90.2362,-27.6210,-6.0675
426421322,-916,161,-1779,30,4,10,90.2362,-27.6210,-6.0675
426426399,-894,163,-1757,27,4,13,90.6543,-27.1506,-5.1591
426426399,-894,163,-1757,27,4,13,90.6543,-27.1506,-5.1591
426431521,-920,161,-1755,29,2,11,90.5881,-26.8810,-5.3003
426431521,-920,161,-1755,29,2,11,90.5881,-26.8810,-5.3003
426436644,-904,180,-1752,23,4,11,90.6129,-27.5760,-5.2447
426436644,-904,180,-1752,23,4,11,90.6129,-27.5760,-5.2447
426441792,-942,170,-1800,28,5,7,90.3264,-27.1795,-5.8671
426441792,-942,170,-1800,28,5,7,90.3264,-27.1795,-5.8671
426446830,-894,172,-1740,22,4,9,90.5403,-27.5246,-5.4053
426446830,-894,172,-1740,22,4,9,90.5403,-27.5246,-5.4053
426451919,-941,156,-1778,28,4,10,90.4326,-27.1052,-5.6385
426451919,-941,156,-1778,28,4,10,90.4326,-27.1052,-5.6385
426457045,-914,175,-1741,30,5,15,90.7210,-27.8160,-5.0085
426457045,-914,175,-1741,30,5,15,90.7210,-27.8160,-5.0085
426462115,-932,185,-1768,23,4,12,90.3858,-27.5955,-5.7256
426462115,-932,185,-1768,23,4,12,90.3858,-27.5955,-5.7256
426467303,-932,151,-1752,34,7,10,90.2668,-27.6784,-5.9809
426467303,-932,151,-1752,34,7,10,90.2668,-27.6784,-5.9809
426472400,-884,184,-1791,24,3,14,90.7592,-27.9341,-4.9255
426472400,-884,184,-1791,24,3,14,90.7592,-27.9341,-4.9255
426477514,-934,174,-1791,26,2,10,90.3155,-26.1041,-5.8972
426477514,-934,174,-1791,26,2,10,90.3155,-26.1041,-5.8972
426482626,-901,145,-1736,29,7,8,90.4731,-27.4386,-5.5500
426482626,-901,145,-1736,29,7,8,90.4731,-27.4386,-5.5500
426487709,-925,181,-1746,24,3,11,90.8141,-27.3617,-4.8087
426487709,-925,181,-1746,24,3,11,90.8141,-27.3617,-4.8087
426492822,-938,167,-1763,25,3,13,90.2987,-27.7945,-5.9149
426492822,-938,167,-1763,25,3,13,90.2987,-27.7945,-5.9149
426497945,-894,154,-1725,25,8,11,90.5392,-27.9198,-5.4024
426497945,-894,154,-1725,25,8,11,90.5392,-27.9198,-5.4024
426503079,-935,162,-1773,26,-1,11,90.6705,-27.3428,-5.1176
426503079,-935,162,-1773,26,-1,11,90.6705,-27.3428,-5.1176
426508219,-916,166,-1726,34,7,10,90.6198,-27.7225,-5.2217
426508219,-916,166,-1726,34,7,10,90.6198,-27.7225,-5.2217
426513334,-929,181,-1801,24,0,10,90.4958,-27.8523,-5.4862
426513334,-929,181,-1801,24,0,10,90.4958,-27.8523,-5.4862
426518312,-921,166,-1765,23,5,11,90.3797,-27.1897,-5.7376
426518312,-921,166,-1765,23,5,11,90.3797,-27.1897,-5.7376
426523455,-923,159,-1774,27,6,11,90.5504,-27.4678,-5.3661
426523455,-923,159,-1774,27,6,11,90.5504,-27.4678,-5.3661
426528604,-918,178,-1776,24,5,9,90.6652,-27.4011,-5.1174
426528604,-918,178,-1776,24,5,9,90.6652,-27.4011,-5.1174
426533669,-917,153,-1756,28,2,13,90.3808,-27.2256,-5.7313
426533669,-917,153,-1756,28,2,13,90.3808,-27.2256,-5.7313
426538816,-920,178,-1752,25,4,14,90.7271,-27.4967,-4.9765
426538816,-920,178,-1752,25,4,14,90.7271,-27.4967,-4.9765
426543920,-915,171,-1757,23,6,12,90.3425,-27.5922,-5.8040
426543920,-915,171,-1757,23,6,12,90.3425,-27.5922,-5.8040
426549028,-921,129,-1739,33,6,10,90.4564,-27.4065,-5.5569
426549028,-921,129,-1739,33,6,10,90.4564,-27.4065,-5.5569
426554141,-898,169,-1780,17,6,13,91.0502,-27.8406,-4.2768
426554141,-898,169,-1780,17,6,13,91.0502,-27.8406,-4.2768
426559293,-940,169,-1814,21,5,12,90.5001,-26.6323,-5.4703
426559293,-940,169,-1814,21,5,12,90.5001,-26.6323,-5.4703
426564430,-917,144,-1752,22,2,13,90.5644,-27.2991,-5.3272
426564430,-917,144,-1752,22,2,13,90.5644,-27.2991,-5.3272
426569566,-947,180,-1787,25,6,9,90.8526,-27.5571,-4.7010
426569566,-947,180,-1787,25,6,9,90.8526,-27.5571,-4.7010
426574630,-886,163,-1748,25,9,15,90.3620,-27.8073,-5.7488
426574630,-886,163,-1748,25,9,15,90.3620,-27.8073,-5.7488
426579721,-940,175,-1789,25,3,9,90.5507,-26.8146,-5.3400
426579721,-940,175,-1789,25,3,9,90.5507,-26.8146,-5.3400
426584750,-906,180,-1757,24,5,14,90.4366,-27.6038,-5.5866
426584750,-906,180,-1757,24,5,14,90.4366,-27.6038,-5.5866
426589873,-922,176,-1773,25,4,8,90.3153,-27.1638,-5.8526
